sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1493129,2,12,0,11,17,23,6,12,17,21,0,No,0,0.78,0.78,0,No,No,No,Yes,No,Yes
1178147,86,5,15,94,210,302,30,78,192,283,26,No,0,1,0.97,0,No,No,No,Yes,No,No
1595409,6,2,0,0,0,0,0,0,0,0,0,No,0,1,0.99,0,Yes,No,No,Yes,No,No
1780674,26,8,0,9,21,30,7,13,30,59,0,No,0,0.86,0.88,0,No,No,No,Yes,No,No
3015203,21,9,0,0,0,0,1,4,13,20,0,No,0,0.95,0.89,0,Yes,No,No,Yes,No,No
2878934,5,2,0,0,0,0,0,1,1,3,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
1620345,42,8,0,0,0,0,4,14,24,32,0,No,0,0.61,0.57,0,No,No,Yes,Yes,No,No
1493548,12,2,0,0,0,0,0,0,0,1,0,No,0,0.98,0.97,0,Yes,No,No,Yes,No,No
2206783,0,2,0,17,29,33,0,0,0,0,2,No,0,0.77,0.64,0,No,No,No,Yes,No,Yes
1274274,2,2,0,3,5,6,1,5,7,8,0,No,0,0.97,0.95,0,No,No,No,Yes,No,No
1727156,44,8,0,512,704,896,117,304,422,606,171,No,0,0.84,0.77,1,No,No,No,Yes,No,Yes
1971240,12,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1803699,80,8,0,30,80,130,14,50,111,173,22,No,0,0.77,0.87,0,No,No,No,Yes,No,No
1171502,4,8,0,4,8,8,2,4,8,18,0,No,0,0.38,0.28,0,No,No,No,Yes,No,Yes
1273629,3,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1789288,3,8,0,0,0,0,0,0,0,0,1,No,0,0.1,0.13,0,No,No,No,Yes,No,No
1723744,207,4,0,0,0,0,5,12,21,35,1,No,0,1,1,0,No,No,No,Yes,No,No
1231431,2,8,0,10,10,20,0,5,11,13,1,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
3248872,13,8,0,0,0,0,0,0,0,0,0,No,0,0.48,0.36,0,No,No,No,Yes,No,No
2289014,5,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
1368262,2,9,1,1,2,3,2,5,11,17,0,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
2115695,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.76,0,No,No,No,Yes,No,No
1186792,1,2,0,2,3,5,1,2,4,4,2,No,0,1,1,0,No,No,No,Yes,No,Yes
1861442,7,4,0,0,0,0,0,0,0,2,0,No,0,0.73,0.78,0,No,No,No,Yes,No,Yes
2024291,4,8,0,0,1,3,0,1,4,5,0,No,0,0.85,0.78,0,No,No,No,Yes,No,No
1301289,9,8,0,0,0,5,1,5,9,15,0,No,0,0.76,0.88,0,No,No,No,Yes,No,No
1237004,27,8,0,0,0,0,0,1,1,4,0,No,0,0.97,0.87,0,No,No,No,Yes,No,No
1187242,0,8,0,154,154,154,0,0,0,0,0,No,0,0.3,0.38,0,No,No,Yes,Yes,No,No
1368566,4699,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1786523,116,9,0,105,235,365,73,161,272,448,29,No,0,0.52,0.41,0,No,No,No,Yes,No,Yes
2081185,40,2,0,0,0,0,0,2,2,3,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1716529,1607,8,40,0,0,0,69,268,548,842,99,No,0,0.97,0.96,0,No,No,No,Yes,No,No
1283605,4,9,0,0,0,0,1,1,1,1,0,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1299796,23,2,0,0,0,0,0,1,1,2,0,No,0,0.91,0.82,0,No,No,No,Yes,No,No
1908177,42,8,0,0,0,0,2,5,7,14,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1258971,39,8,0,0,0,0,0,6,13,20,2,No,0,0.99,0.97,0,No,No,No,Yes,No,No
1860862,4,2,0,1,3,5,1,5,10,11,0,No,0,0.97,0.92,0,No,No,No,Yes,No,No
1428849,930,12,0,0,0,0,0,0,0,0,0,No,0,0.93,0.89,0,No,No,Yes,Yes,No,No
2985919,10,12,0,5,10,15,3,5,14,19,1,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1850325,0,NA,0,0,0,0,4,70,199,285,0,No,0,-99,-99,0,Yes,No,No,Yes,No,Yes
1396993,9,8,0,44,68,68,6,17,37,66,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
2263474,10850,8,0,0,0,0,90,224,497,860,88,No,0,1,0.99,0,No,No,No,Yes,No,No
3255768,547,12,49,900,1620,2340,433,1008,2006,3189,270,No,0,0.95,0.92,0,No,No,No,Yes,No,No
1313189,63,52,0,0,0,0,6,55,110,122,1,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1720424,9,NA,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,No,No,No,Yes,No,No
2237404,23,2,35,18,54,72,1,11,16,20,2,No,0,0.99,0.92,0,Yes,No,No,Yes,No,No
1621945,271,52,0,0,0,0,8,24,50,68,1,No,0,0.97,0.94,0,Yes,No,No,No,No,No
1305745,12,52,0,0,0,0,0,0,0,0,2,No,0,-99,-99,0,Yes,No,No,No,No,No
1267820,73,8,1,0,177,177,8,21,38,83,18,No,0,0.97,0.95,0,No,No,No,Yes,No,No
1788947,231,2,133,450,750,1100,214,441,741,1009,117,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1996483,23,8,12,79,164,266,15,46,86,118,0,No,0,0.96,0.97,0,No,No,No,Yes,No,No
1378051,145,NA,0,0,0,0,0,3,8,13,1,No,0,-99,-99,0,Yes,No,No,Yes,No,No
2305391,13,8,2,696,696,696,3,11,25,44,0,No,0,0.5,0.52,0,Yes,No,No,Yes,No,No
1802191,166,4,68,189,462,722,100,274,505,739,78,No,0,0.89,0.94,0,No,No,No,Yes,No,No
2148681,1385,8,0,0,0,0,0,6,37,59,271,No,0,-99,-99,0,No,No,No,Yes,No,No
1164982,5,8,0,25,39,53,6,15,31,48,3,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2926703,429,16,0,81,81,81,0,0,0,0,0,No,0,0.63,0.57,0,No,No,No,Yes,No,No
1582679,2,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
2075681,2,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.83,0,No,No,No,Yes,No,No
1348054,2,8,0,0,0,0,0,0,0,1,3,No,0,0.81,0.83,0,No,No,No,Yes,No,No
2285690,1770,9,0,0,0,0,0,7,22,28,0,No,0,0.93,0.9,0,Yes,No,No,Yes,No,No
2120850,8,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1859662,2,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1532727,29,8,2,502,718,916,209,357,592,985,106,No,70,0.31,0.41,21,No,No,No,Yes,No,Yes
1531727,2,8,0,3,3,6,2,2,4,6,1,No,0,0.84,0.89,0,No,No,No,Yes,No,Yes
3205185,1,8,1,0,0,1,0,0,1,1,2,No,0,0.54,0.71,0,Yes,No,No,Yes,No,No
3140379,266,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1332762,65,4,20,100,180,280,25,94,178,279,41,No,0,0.85,0.77,0,No,No,No,Yes,No,No
2239632,4,8,0,0,0,0,0,0,0,0,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
3271599,7,9,0,0,0,0,0,0,0,0,0,No,0,0.94,0.83,0,No,No,No,Yes,No,No
1736088,8,2,4,6,12,18,1,6,15,22,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1351034,1,8,0,0,1,1,0,1,1,1,1,No,0,0.74,0.76,0,No,No,No,Yes,No,Yes
1259016,5,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,Yes,Yes,No,No
1666666,0,2,0,4,8,12,2,6,10,11,0,No,0,0.78,0.86,0,No,No,No,Yes,No,Yes
1899955,6,8,0,20,55,90,13,37,77,101,0,No,0,0.56,0.46,0,No,No,No,Yes,No,Yes
2236651,2,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
1764875,28,8,0,32,88,152,19,73,134,173,0,No,0,0.83,0.9,0,No,No,No,Yes,No,No
1169473,84,12,0,0,0,0,0,1,3,7,0,No,0,0.96,0.86,0,No,No,No,Yes,No,No
1980415,113,8,0,60,120,180,21,64,142,228,40,No,0,1,0.99,0,No,No,No,Yes,No,No
1693599,4,9,0,0,0,0,0,0,0,0,0,No,0,0.86,0.84,0,No,No,No,Yes,No,No
3186256,0,10,0,10,10,10,0,0,0,0,0,No,0,0.77,0.84,0,Yes,No,Yes,Yes,No,No
3190818,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1189319,2,8,0,8,8,8,0,1,6,10,0,No,8,0,0,0,No,No,No,Yes,No,Yes
1438272,8,8,0,10,15,35,3,12,27,38,4,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1585763,3,8,0,183,273,393,29,126,256,362,40,No,0,0.86,0.88,0,No,No,No,Yes,No,Yes
1587612,5,4,0,15,15,30,2,5,8,12,0,No,0,0.91,0.93,0,No,No,No,Yes,No,Yes
1965423,35,8,0,0,0,0,0,1,1,1,1,No,0,1,0.87,0,No,No,No,Yes,No,No
3072000,10,8,0,0,5,10,3,4,11,15,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
1846092,0,2,0,20,20,20,0,0,3,3,1,No,0,0.83,0.7,0,Yes,No,No,Yes,No,No
2022840,30,4,0,0,0,0,0,0,0,0,2,No,0,0.24,0.14,0,Yes,No,No,Yes,No,No
3071532,10,0,0,0,0,0,0,0,0,0,1,No,0,0,0,0,No,No,No,No,No,No
2936460,274,8,0,0,0,0,71,71,80,85,0,No,0,1,0.97,0,No,No,No,Yes,No,No
1761343,51,3,0,0,12,30,31,98,145,148,3,No,0,0.52,0.41,0,Yes,No,No,Yes,No,No
1448877,0,2,3,6,6,6,0,0,0,0,0,No,0,1,0.96,0,Yes,No,No,Yes,No,No
1813873,27,2,0,0,0,0,0,0,0,1,2,No,0,0.02,0.1,0,No,No,No,Yes,No,No
2043513,3,8,0,0,0,0,0,0,0,0,1,No,0,0.93,0.95,0,Yes,No,No,Yes,No,No
2074747,6,12,0,0,0,0,0,1,2,2,0,No,0,0.86,0.69,0,No,No,No,Yes,No,Yes
1741743,2,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1781815,216,2,29,217,496,751,71,177,360,472,90,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
2981240,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1163946,139,8,15,200,300,400,34,93,163,274,65,No,0,0,0,0,No,No,No,Yes,No,No
2212699,10,4,0,0,0,0,0,1,1,1,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1830741,54,0,0,0,0,6,2,10,28,36,1,No,0,0,0,0,No,No,Yes,Yes,No,No
3016887,0,8,0,0,0,0,0,0,0,0,0,No,0,1,0.93,0,No,No,No,Yes,No,No
1509103,2,2,0,0,0,0,0,0,0,0,0,No,0,0.42,0.36,0,Yes,No,Yes,Yes,No,No
2884145,217,NA,20,0,0,0,63,176,469,669,116,No,0,-99,-99,0,No,No,No,No,No,No
1158812,9,8,4,16,32,44,9,30,61,100,0,No,4,0.64,0.69,0,No,No,No,Yes,No,Yes
1800533,9,2,0,0,0,0,0,0,0,0,1,No,0,0.76,0.77,0,No,No,Yes,Yes,No,No
3128325,1,8,0,2,3,4,2,2,5,6,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1989292,50,2,0,0,0,0,2,8,10,10,0,No,0,0.92,0.87,0,No,No,No,Yes,No,No
2136267,54,8,0,0,0,0,0,10,12,24,2,No,0,0.98,0.85,0,No,No,No,Yes,No,No
2955143,0,2,0,4,4,4,4,7,8,8,0,No,0,0.54,0.56,0,Yes,No,No,Yes,No,Yes
1552359,50,8,0,0,0,0,0,1,12,18,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1386021,419,12,85,334,595,997,149,592,1106,1632,85,No,30,0.9,0.72,0,No,No,No,Yes,No,No
1913797,4,2,0,0,0,0,0,0,0,0,0,No,0,0.8,0.82,0,Yes,No,No,Yes,No,No
1555665,18,8,3,6,30,54,3,14,48,64,8,No,0,0.7,0.73,0,No,No,No,Yes,No,No
1133805,55,2,0,0,0,0,0,0,0,20,0,No,0,1,0.99,0,Yes,No,No,Yes,No,No
3074959,380,52,0,0,0,0,0,1,1,1,2,No,0,-99,-99,0,Yes,No,Yes,No,No,No
1526270,38,9,0,0,0,0,1,1,2,2,0,No,0,0.86,0.84,0,No,No,No,Yes,No,No
1992311,17,8,0,0,0,0,1,3,3,3,0,No,0,0.94,0.95,0,No,No,No,Yes,No,No
2974159,0,2,0,8,8,8,0,0,0,0,1,No,8,0.03,0.1,0,Yes,No,Yes,Yes,No,No
1312757,1,2,0,0,0,0,1,1,1,1,1,No,0,0.93,0.96,0,No,No,No,Yes,No,No
1912093,0,8,0,10,14,20,5,9,12,22,1,No,0,0.84,0.82,0,No,No,No,Yes,No,Yes
3127848,331,0,0,0,0,0,1,7,14,20,4,No,0,0,0,0,No,No,No,No,No,No
2102090,2,10,0,0,0,0,0,0,2,2,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
2254584,7,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2292524,1885,2,1706,5440,12320,18560,1378,5239,11414,17511,901,No,0,0.66,0.69,0,No,No,No,Yes,No,No
1934022,58,2,0,60,90,120,15,60,104,144,25,No,0,1,0.99,0,No,No,No,Yes,No,No
1524960,19,8,0,6,18,36,1,17,35,54,0,No,0,0.95,0.95,0,No,No,No,Yes,No,No
1544506,345,2,0,0,0,0,0,39,96,142,11,No,0,0.9,0.95,0,No,No,No,Yes,No,No
1595078,4,8,0,0,0,0,0,1,1,1,0,No,0,0.8,0.83,0,Yes,No,No,Yes,No,No
1263321,340,0,11,0,0,0,39,94,207,336,53,No,0,0,0,0,No,No,No,No,No,No
1984472,273,9,107,250,600,950,120,354,767,1154,190,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1124999,7,9,0,0,0,0,0,0,1,1,2,No,0,0.34,0.41,0,No,No,Yes,Yes,No,No
1616430,12,2,0,0,0,0,0,0,0,0,0,No,0,0.84,0.66,0,Yes,No,No,Yes,No,No
1393622,392,12,43,492,742,992,155,411,757,1171,162,No,0,0.93,0.89,0,No,No,Yes,Yes,No,No
1964150,3,2,0,0,0,0,0,1,3,3,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3051844,20,NA,0,0,0,0,7,11,33,43,4,No,0,-99,-99,0,No,No,No,No,No,No
3189546,7,8,0,0,0,0,4,5,7,9,0,No,0,1,0.9,0,No,No,No,Yes,No,No
1267365,6,2,0,0,0,0,0,0,0,0,0,No,0,0.5,0.6,0,Yes,No,No,Yes,No,No
2894689,1,NA,0,0,0,0,0,0,1,1,1,No,0,-99,-99,0,No,No,No,Yes,No,No
2298666,20,2,0,0,0,0,0,0,0,0,0,No,0,0.68,0.78,0,Yes,No,Yes,Yes,No,No
1209467,22,NA,0,0,0,0,6,16,32,43,6,No,0,-99,-99,0,No,No,No,No,No,No
1239566,0,2,0,322,322,322,0,0,0,0,0,No,0,0.62,0.73,0,Yes,No,No,Yes,No,Yes
1171946,45,9,0,0,0,0,0,0,1,1,2,No,0,0.12,0.7,0,No,No,No,Yes,No,No
1520253,5,8,0,9,18,36,2,10,13,18,1,No,0,0.77,0.82,0,No,No,No,Yes,No,Yes
1709435,108,12,0,0,0,0,1,1,1,1,1,No,0,0.68,0.57,0,No,No,No,Yes,No,No
2940499,2,8,0,0,0,0,0,0,0,1,0,No,0,0.82,0.84,0,Yes,No,No,Yes,No,No
1619071,1,8,0,2,4,5,0,1,3,7,0,No,0,0.97,0.98,0,No,No,Yes,Yes,No,Yes
2175206,29,16,3,24,36,56,5,27,51,77,16,No,0,0.9,0.91,0,No,No,No,Yes,No,No
1786949,203,8,2,0,0,0,11,25,55,135,29,No,0,0.87,0.88,0,No,No,No,Yes,No,No
1969838,3,2,0,1,1,1,0,1,4,4,0,No,0,1,0.95,0,Yes,No,No,Yes,No,No
1899253,3,52,0,0,0,0,0,1,1,1,3,No,0,0.82,0.8,0,Yes,No,No,Yes,No,No
3156765,7,8,0,0,0,0,0,0,0,0,0,No,0,0.68,0.49,0,No,No,No,Yes,No,No
3042725,1,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1697977,6,8,0,32,32,32,6,18,32,44,3,No,0,0.97,0.98,0,No,No,No,Yes,No,Yes
2285291,11,2,0,0,0,0,0,0,0,0,0,No,0,0.82,0.91,0,Yes,No,No,Yes,No,No
2286389,6,8,0,0,1,3,0,0,4,6,1,No,0,0.98,0.97,0,No,No,No,Yes,No,No
1142587,3,12,0,0,0,0,0,0,0,0,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1387460,2,8,0,0,0,0,0,0,0,1,0,No,0,0.95,0.88,0,No,No,No,Yes,No,No
1215139,10,NA,0,0,0,0,1,4,6,11,6,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3014351,28,8,0,0,0,0,2,4,9,20,2,No,0,0.95,0.96,0,No,No,No,Yes,No,No
2225925,178,4,0,0,0,0,14,52,109,163,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
2040663,2,12,0,0,0,0,0,0,0,0,0,No,0,0.78,0.78,0,No,No,No,Yes,No,No
2162453,13,2,0,0,0,0,0,0,0,0,0,No,0,0.93,0.87,0,No,No,No,Yes,No,No
3022359,13,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
2225332,-4,9,0,53,86,112,4,50,76,115,12,No,14,0.61,0.71,4,No,No,No,Yes,No,Yes
2127299,0,2,0,0,0,0,0,0,1,1,0,No,0,0.82,0.89,0,No,No,No,Yes,No,No
1874236,0,8,2,1,1,1,1,1,2,2,0,No,1,0.84,0.89,0,Yes,No,No,Yes,No,Yes
3199387,5,12,0,0,0,0,0,1,1,1,0,No,0,0.57,0.68,0,No,No,Yes,Yes,No,No
1218626,7,4,0,0,0,0,0,1,2,2,0,No,0,0.77,0.8,0,No,No,No,Yes,No,No
3181463,531,8,199,528,1008,1536,213,631,1091,1632,345,No,0,0.98,0.99,1,No,No,No,Yes,No,No
2282632,28,52,0,0,0,0,6,33,78,150,17,No,0,0.87,0.89,0,Yes,No,No,Yes,No,No
2244034,3,8,0,0,0,0,2,2,2,4,1,No,0,0.92,0.92,0,No,No,No,Yes,No,No
2921172,664,8,340,757,1461,2121,253,767,1532,2603,224,No,0,0.73,0.82,0,No,No,No,Yes,No,No
1840950,2,8,0,0,0,1,0,0,7,8,1,No,0,0.65,0.75,0,No,No,No,Yes,No,Yes
1611840,2,2,0,12,12,12,5,8,12,18,0,No,0,0.65,0.74,0,No,No,No,Yes,No,Yes
1205487,10,13,0,0,0,3,2,6,9,13,1,No,0,0.76,0.79,0,No,No,No,Yes,No,Yes
3269151,30,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
2856695,7,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1716876,202,8,1,0,144,144,28,166,269,365,85,No,0,0.97,0.95,0,No,No,No,Yes,No,No
3236484,30,12,0,19,19,19,8,19,27,56,9,No,0,0.77,0.75,0,No,No,No,Yes,No,No
2078580,2103,NA,0,0,0,0,0,4,5,11,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
2300550,93,8,7,122,300,442,62,169,360,536,43,No,0,0.79,0.67,0,No,No,No,Yes,No,No
3001475,134,2,6,272,578,950,100,375,763,881,21,No,0,0.98,0.98,0,No,No,No,Yes,No,No
2256756,7,8,0,0,0,0,0,1,1,1,1,No,0,0.8,0.75,0,No,No,No,Yes,No,No
3090999,2,3,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1641085,833,2,0,0,0,0,3,18,35,74,2,No,0,-99,-99,0,No,No,No,Yes,No,No
2927532,3,4,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
1117267,366,8,0,0,0,0,0,0,0,0,2,No,0,-99,0.2,0,No,No,No,No,No,No
2990275,7575,8,0,0,0,4000,112,2444,4339,6812,223,No,0,0.98,0.96,0,No,No,No,Yes,No,No
1237644,6,NA,0,0,0,0,0,1,1,2,5,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1768609,2,9,0,0,0,0,0,0,0,0,0,No,0,0.68,0.66,0,No,No,No,Yes,No,No
3058861,1,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
2174586,0,2,0,188,338,363,0,0,0,0,18,No,0,0.98,0.98,0,Yes,No,No,Yes,No,No
1683749,19,4,9,10,20,20,3,17,27,41,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
2094501,20,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.83,0,No,No,No,Yes,No,No
2108876,198,8,0,5,129,252,1,3,94,215,192,No,0,0,0,0,No,No,No,Yes,No,No
1805177,481,8,0,0,0,0,0,0,0,0,0,No,0,0.72,0.74,0,No,No,No,Yes,No,No
2310757,1398,2,240,833,1616,2166,277,840,1682,2804,202,No,0,0.85,0.77,0,No,No,No,Yes,No,No
2886765,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
1239257,5,4,0,0,0,0,0,0,0,1,0,No,0,0.77,0.8,0,No,No,No,Yes,No,No
2147655,5,8,0,0,0,0,0,0,0,0,0,No,0,0.84,0.87,0,No,No,No,Yes,No,No
1315498,0,8,0,21,31,41,10,16,23,36,0,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
1321347,2,9,0,0,0,0,0,0,0,0,1,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1693610,6,8,0,9,15,21,6,13,23,31,0,No,0,0.93,0.95,0,No,No,No,Yes,No,Yes
2172097,0,12,0,13,22,28,1,5,15,19,0,No,2,0.57,0.7,0,No,No,No,Yes,No,Yes
3079461,1,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
2197750,2622,52,11,0,0,0,39,93,157,264,39,No,0,1,0.95,0,Yes,No,Yes,Yes,No,No
1361453,1,8,0,8,16,20,11,15,20,31,2,No,0,0.92,0.95,0,No,No,No,Yes,No,Yes
1223074,0,2,0,0,0,0,0,0,0,13,0,No,0,1,0.93,0,No,No,Yes,Yes,No,Yes
3181365,300,8,0,510,984,1391,160,550,1163,1810,131,No,0,1,0.98,0,No,No,No,Yes,No,No
1191361,25,8,0,0,0,0,0,4,5,15,0,No,0,1,0.99,0,No,No,No,Yes,No,No
3050433,15,8,0,0,0,0,0,0,0,0,0,No,0,1,0.93,0,No,No,No,Yes,No,No
2142960,14,NA,0,0,0,0,5,10,16,39,2,No,0,-99,-99,0,No,No,No,No,No,No
1780277,0,8,0,0,0,0,0,0,0,0,0,No,0,0.96,0.96,0,No,No,No,Yes,No,Yes
1308822,1,8,0,1,1,2,0,2,3,4,0,No,0,0.11,0.47,0,No,No,No,Yes,No,Yes
1997143,8,8,0,0,0,4,0,0,0,0,0,No,0,0.37,0.38,0,No,No,No,Yes,No,No
1270873,184,8,6,96,192,264,41,131,265,480,381,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1378407,162,16,0,0,0,0,10,25,55,82,24,No,0,0.62,0.62,0,No,No,Yes,Yes,No,No
2821384,4,13,0,0,0,0,1,2,4,7,0,No,0,0.82,0.81,0,Yes,No,No,Yes,No,No
1252914,3469,8,90,15,15,275,224,867,2118,4352,500,No,0,0.73,0.69,0,No,No,No,Yes,No,No
3202275,3,10,1,0,0,0,0,0,2,3,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1821346,4,12,16,5,13,25,7,19,34,49,0,No,0,0.78,0.78,0,No,No,No,Yes,No,No
1642513,446,8,84,133,509,879,123,363,712,1208,137,No,0,0.94,0.92,0,No,No,No,Yes,No,No
1850838,59,12,6,30,60,90,10,40,72,97,18,No,0,0.44,0.38,0,No,No,Yes,Yes,No,No
1743160,1000,2,0,0,0,0,0,0,0,0,0,No,0,0.59,0.78,0,No,No,No,Yes,No,No
1663727,36,4,0,0,0,0,14,51,76,123,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
2092741,13,8,1,48,72,120,25,57,90,127,0,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
3243450,122,8,0,58,86,114,13,43,81,130,17,No,0,0.98,0.97,0,No,No,No,Yes,No,No
1312302,59,2,0,0,0,0,5,9,62,62,5,No,0,0.82,0.62,0,Yes,No,No,Yes,No,No
2062075,3,8,0,50,75,100,3,25,39,48,0,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
3158442,209,8,549,621,1521,2426,309,1073,2172,3379,213,No,0,0.87,0.82,0,No,No,No,Yes,No,No
3152835,6,8,0,0,0,0,0,0,0,0,0,No,0,0,0.06,0,Yes,No,Yes,Yes,No,No
1943818,0,2,0,5,15,15,0,0,0,0,0,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
2991420,29,2,0,41,82,123,6,37,94,113,10,No,0,0.56,0.68,0,No,No,No,Yes,No,No
3235672,13,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
1907293,0,8,0,8,11,16,2,7,9,15,0,No,0,0.84,0.92,0,No,No,No,Yes,No,Yes
3213911,0,12,0,67,99,139,19,48,92,160,0,No,0,1,1,0,No,No,No,Yes,No,No
3251014,11,8,0,0,0,0,0,0,2,7,3,No,0,1,0.98,0,No,No,No,Yes,No,No
1606479,19,8,0,60,120,140,16,59,101,138,0,No,0,0.64,0.64,0,No,No,No,Yes,No,Yes
2080465,10,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
1170399,0,2,0,5,5,5,2,2,3,3,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2103577,180,8,0,0,0,0,0,10,10,10,0,No,0,0.68,0.77,0,No,No,No,Yes,No,No
1444962,3,9,3,6,10,10,3,4,7,14,1,No,0,0.91,0.77,0,No,No,No,Yes,No,Yes
1507656,30,12,0,0,0,0,0,0,0,0,1,No,0,0.58,0.58,0,Yes,No,No,Yes,No,No
1455964,297,2,0,450,990,1530,126,328,530,603,0,No,0,0.98,0.92,0,Yes,No,No,Yes,No,No
1526976,6,NA,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,Yes,Yes,No,No
1830221,0,8,90,114,114,114,0,0,0,0,0,No,0,0.98,0.98,0,Yes,No,Yes,Yes,No,Yes
1709382,573,8,765,523,963,1278,212,712,1566,2483,84,No,30,0,0,0,No,No,No,Yes,No,No
1754488,42,2,1,475,884,1370,124,207,246,292,44,No,46,0.69,0.69,0,No,No,No,Yes,No,Yes
1765329,7,8,0,0,0,2,1,2,11,19,0,No,0,0.86,0.91,0,No,No,No,Yes,No,No
